Name,experience,origin,salary_current,daily_rate,zip,contract,category,recruiter,Date Added
candidate_79,junior,glassdoor,0.0,0.0,-1,,,,1695254400000
candidate_80,lead,indeed,0.0,0.0,-1,,,,1690070400000
candidate_81,entry,glassdoor,0.0,0.0,-1,,,,1689120000000
candidate_82,entry,indeed,0.0,0.0,-1,,,,1697673600000
candidate_83,senior,indeed,0.0,0.0,-1,,,,1698624000000
candidate_84,principal,direct,0.0,0.0,-1,,,,1697328000000
candidate_85,senior,glassdoor,0.0,0.0,-1,,,,1697328000000
candidate_86,junior,glassdoor,0.0,0.0,-1,,,,1692230400000
candidate_87,lead,referral,0.0,0.0,-1,,,,1693612800000
candidate_88,entry,glassdoor,0.0,0.0,-1,,,,1689638400000
candidate_89,mid,referral,0.0,0.0,-1,,,,1701648000000
candidate_90,lead,referral,0.0,0.0,-1,,,,1700611200000
candidate_91,entry,direct,0.0,0.0,-1,,,,1689552000000
candidate_92,lead,glassdoor,0.0,0.0,-1,,,,1692403200000
candidate_93,entry,direct,0.0,0.0,-1,,,,1689984000000
candidate_94,junior,indeed,0.0,0.0,-1,,,,1690243200000
candidate_95,lead,glassdoor,0.0,0.0,-1,,,,1699920000000
candidate_96,principal,referral,0.0,0.0,-1,,,,1693785600000
candidate_97,mid,referral,0.0,0.0,-1,,,,1698969600000
candidate_98,principal,glassdoor,0.0,0.0,-1,,,,1702857600000
candidate_99,entry,direct,0.0,0.0,-1,,,,1697068800000
candidate_100,senior,indeed,0.0,0.0,-1,,,,1691193600000
candidate_101,junior,direct,0.0,0.0,-1,,,,1692921600000
candidate_102,mid,referral,0.0,0.0,-1,,,,1689033600000
candidate_103,mid,linkedin,0.0,0.0,-1,,,,1688601600000
candidate_104,entry,referral,0.0,0.0,-1,,,,1694995200000
candidate_105,principal,direct,0.0,0.0,-1,,,,1689033600000
candidate_106,lead,referral,0.0,0.0,-1,,,,1703894400000
candidate_107,principal,referral,0.0,0.0,-1,,,,1689984000000
candidate_108,lead,referral,0.0,0.0,-1,,,,1696032000000
candidate_109,mid,referral,0.0,0.0,-1,,,,1696204800000
candidate_110,senior,glassdoor,0.0,0.0,-1,,,,1700784000000
candidate_111,entry,direct,0.0,0.0,-1,,,,1690588800000
candidate_112,mid,glassdoor,0.0,0.0,-1,,,,1690761600000
candidate_113,principal,glassdoor,0.0,0.0,-1,,,,1702339200000
candidate_114,senior,referral,0.0,0.0,-1,,,,1695340800000
candidate_115,mid,linkedin,0.0,0.0,-1,,,,1690070400000
candidate_116,mid,linkedin,0.0,0.0,-1,,,,1694217600000
candidate_117,principal,glassdoor,0.0,0.0,-1,,,,1689120000000
candidate_118,mid,indeed,0.0,0.0,-1,,,,1693612800000
candidate_119,mid,referral,0.0,0.0,-1,,,,1702598400000
candidate_120,senior,indeed,0.0,0.0,-1,,,,1702684800000
candidate_121,mid,linkedin,0.0,0.0,-1,,,,1700006400000
candidate_122,entry,direct,0.0,0.0,-1,,,,1703894400000
candidate_123,principal,direct,0.0,0.0,-1,,,,1690329600000
candidate_124,junior,direct,0.0,0.0,-1,,,,1689552000000
candidate_125,lead,linkedin,0.0,0.0,-1,,,,1693612800000
candidate_126,junior,referral,0.0,0.0,-1,,,,1701993600000
candidate_127,lead,referral,0.0,0.0,-1,,,,1696204800000
candidate_128,principal,glassdoor,0.0,0.0,-1,,,,1698192000000
candidate_129,lead,glassdoor,0.0,0.0,-1,,,,1690243200000
candidate_130,junior,glassdoor,0.0,0.0,-1,,,,1703203200000
candidate_131,junior,indeed,0.0,0.0,-1,,,,1702166400000
candidate_132,junior,glassdoor,0.0,0.0,-1,,,,1696982400000
candidate_133,junior,referral,0.0,0.0,-1,,,,1694908800000
candidate_134,junior,glassdoor,0.0,0.0,-1,,,,1699401600000
candidate_135,entry,direct,0.0,0.0,-1,,,,1701561600000
candidate_136,lead,indeed,0.0,0.0,-1,,,,1702339200000
candidate_137,lead,linkedin,0.0,0.0,-1,,,,1692057600000
candidate_138,senior,direct,0.0,0.0,-1,,,,1695686400000
candidate_139,junior,glassdoor,0.0,0.0,-1,,,,1689292800000
candidate_140,senior,referral,0.0,0.0,-1,,,,1693008000000
candidate_141,principal,glassdoor,0.0,0.0,-1,,,,1697068800000
candidate_142,junior,direct,0.0,0.0,-1,,,,1689811200000
candidate_143,junior,direct,0.0,0.0,-1,,,,1696377600000
candidate_144,junior,direct,0.0,0.0,-1,,,,1693094400000
candidate_145,mid,direct,0.0,0.0,-1,,,,1698105600000
candidate_146,senior,referral,0.0,0.0,-1,,,,1694908800000
candidate_147,junior,glassdoor,0.0,0.0,-1,,,,1697500800000
candidate_148,mid,indeed,0.0,0.0,-1,,,,1691452800000
candidate_149,mid,linkedin,0.0,0.0,-1,,,,1702598400000
candidate_150,junior,direct,0.0,0.0,-1,,,,1693267200000
candidate_151,senior,referral,0.0,0.0,-1,,,,1696118400000
candidate_152,principal,direct,0.0,0.0,-1,,,,1696896000000
candidate_153,senior,linkedin,0.0,0.0,-1,,,,1702598400000
candidate_154,mid,linkedin,0.0,0.0,-1,,,,1702857600000
candidate_155,junior,glassdoor,0.0,0.0,-1,,,,1701043200000
candidate_156,mid,glassdoor,0.0,0.0,-1,,,,1697760000000
candidate_157,entry,glassdoor,0.0,0.0,-1,,,,1690156800000
candidate_158,entry,linkedin,0.0,0.0,-1,,,,1690675200000
candidate_159,mid,linkedin,0.0,0.0,-1,,,,1703462400000
candidate_160,principal,glassdoor,0.0,0.0,-1,,,,1694044800000
candidate_161,junior,glassdoor,0.0,0.0,-1,,,,1701907200000
candidate_162,mid,direct,0.0,0.0,-1,,,,1697932800000
candidate_163,junior,indeed,0.0,0.0,-1,,,,1699920000000
candidate_164,junior,referral,0.0,0.0,-1,,,,1701993600000
candidate_165,senior,direct,0.0,0.0,-1,,,,1691366400000
candidate_166,principal,indeed,0.0,0.0,-1,,,,1695427200000
candidate_167,mid,referral,0.0,0.0,-1,,,,1692144000000
candidate_168,lead,indeed,0.0,0.0,-1,,,,1697846400000
candidate_169,entry,direct,0.0,0.0,-1,,,,1699574400000
candidate_170,principal,direct,0.0,0.0,-1,,,,1701129600000
candidate_171,junior,linkedin,0.0,0.0,-1,,,,1701302400000
candidate_172,junior,direct,0.0,0.0,-1,,,,1688947200000
candidate_173,junior,referral,0.0,0.0,-1,,,,1690243200000
candidate_174,lead,linkedin,0.0,0.0,-1,,,,1699401600000
candidate_175,senior,referral,0.0,0.0,-1,,,,1703376000000
candidate_176,junior,linkedin,0.0,0.0,-1,,,,1696809600000
candidate_177,principal,glassdoor,0.0,0.0,-1,,,,1702252800000
candidate_178,mid,direct,0.0,0.0,-1,,,,1697414400000
candidate_179,principal,indeed,0.0,0.0,-1,,,,1701820800000
candidate_180,mid,linkedin,0.0,0.0,-1,,,,1695427200000
candidate_181,senior,linkedin,0.0,0.0,-1,,,,1696636800000
candidate_182,lead,referral,0.0,0.0,-1,,,,1690329600000
candidate_183,principal,indeed,0.0,0.0,-1,,,,1700352000000
candidate_184,principal,direct,0.0,0.0,-1,,,,1703116800000
candidate_185,junior,glassdoor,0.0,0.0,-1,,,,1697241600000
candidate_186,lead,linkedin,0.0,0.0,-1,,,,1691193600000
candidate_187,senior,glassdoor,0.0,0.0,-1,,,,1690329600000
candidate_188,senior,linkedin,0.0,0.0,-1,,,,1703721600000
candidate_189,principal,glassdoor,0.0,0.0,-1,,,,1698451200000
candidate_190,entry,linkedin,0.0,0.0,-1,,,,1702944000000
candidate_191,entry,referral,0.0,0.0,-1,,,,1699315200000
candidate_192,lead,glassdoor,0.0,0.0,-1,,,,1702771200000
candidate_193,lead,indeed,0.0,0.0,-1,,,,1700524800000
candidate_194,mid,direct,0.0,0.0,-1,,,,1688860800000
candidate_195,senior,indeed,0.0,0.0,-1,,,,1694649600000
candidate_196,principal,direct,0.0,0.0,-1,,,,1689724800000
candidate_197,mid,direct,0.0,0.0,-1,,,,1697414400000
candidate_198,senior,linkedin,0.0,0.0,-1,,,,1701734400000
candidate_199,lead,indeed,0.0,0.0,-1,,,,1692576000000
candidate_200,lead,linkedin,0.0,0.0,-1,,,,1702425600000
candidate_201,senior,linkedin,0.0,0.0,-1,,,,1691193600000
candidate_202,principal,indeed,0.0,0.0,-1,,,,1694908800000
candidate_203,mid,referral,0.0,0.0,-1,,,,1689897600000
candidate_204,principal,indeed,0.0,0.0,-1,,,,1699660800000
candidate_205,entry,direct,0.0,0.0,-1,,,,1696118400000
candidate_206,lead,linkedin,0.0,0.0,-1,,,,1702598400000
candidate_207,mid,glassdoor,0.0,0.0,-1,,,,1702080000000
candidate_208,junior,indeed,0.0,0.0,-1,,,,1693785600000
candidate_209,principal,direct,0.0,0.0,-1,,,,1696982400000
candidate_210,senior,linkedin,0.0,0.0,-1,,,,1699920000000
candidate_211,principal,linkedin,0.0,0.0,-1,,,,1700697600000
candidate_212,entry,referral,0.0,0.0,-1,,,,1698364800000
candidate_213,lead,direct,0.0,0.0,-1,,,,1693180800000
candidate_214,senior,glassdoor,0.0,0.0,-1,,,,1701820800000
candidate_215,senior,glassdoor,0.0,0.0,-1,,,,1691539200000
candidate_216,junior,glassdoor,0.0,0.0,-1,,,,1689984000000
candidate_217,principal,linkedin,0.0,0.0,-1,,,,1697846400000
candidate_218,mid,referral,0.0,0.0,-1,,,,1691107200000
candidate_219,junior,referral,0.0,0.0,-1,,,,1703808000000
candidate_220,mid,indeed,0.0,0.0,-1,,,,1692489600000
candidate_221,senior,linkedin,0.0,0.0,-1,,,,1688601600000
candidate_222,junior,glassdoor,0.0,0.0,-1,,,,1693440000000
candidate_223,junior,referral,0.0,0.0,-1,,,,1702857600000
candidate_224,junior,linkedin,0.0,0.0,-1,,,,1697068800000
candidate_225,principal,direct,0.0,0.0,-1,,,,1695686400000
candidate_226,mid,linkedin,0.0,0.0,-1,,,,1694476800000
candidate_227,principal,direct,0.0,0.0,-1,,,,1690502400000
candidate_228,principal,linkedin,0.0,0.0,-1,,,,1693353600000
candidate_229,principal,glassdoor,0.0,0.0,-1,,,,1698883200000
candidate_230,principal,glassdoor,0.0,0.0,-1,,,,1692144000000
candidate_231,principal,referral,0.0,0.0,-1,,,,1700697600000
candidate_232,lead,direct,0.0,0.0,-1,,,,1702252800000
candidate_233,lead,linkedin,0.0,0.0,-1,,,,1701216000000
candidate_234,senior,direct,0.0,0.0,-1,,,,1693699200000
candidate_235,senior,referral,0.0,0.0,-1,,,,1694044800000
candidate_236,senior,linkedin,0.0,0.0,-1,,,,1688774400000
candidate_237,junior,glassdoor,0.0,0.0,-1,,,,1702944000000
candidate_238,entry,direct,0.0,0.0,-1,,,,1700956800000
candidate_239,junior,indeed,0.0,0.0,-1,,,,1702944000000
candidate_240,junior,linkedin,0.0,0.0,-1,,,,1692835200000
candidate_241,lead,indeed,0.0,0.0,-1,,,,1692835200000
candidate_242,entry,linkedin,0.0,0.0,-1,,,,1696032000000
candidate_243,junior,direct,0.0,0.0,-1,,,,1701475200000
candidate_244,entry,referral,0.0,0.0,-1,,,,1701129600000
candidate_245,entry,referral,0.0,0.0,-1,,,,1689897600000
candidate_246,junior,indeed,0.0,0.0,-1,,,,1700697600000
candidate_247,mid,glassdoor,0.0,0.0,-1,,,,1690761600000
candidate_248,mid,glassdoor,0.0,0.0,-1,,,,1699228800000
candidate_249,senior,referral,0.0,0.0,-1,,,,1693785600000
candidate_250,mid,referral,0.0,0.0,-1,,,,1698624000000
candidate_251,entry,indeed,0.0,0.0,-1,,,,1690243200000
candidate_252,principal,glassdoor,0.0,0.0,-1,,,,1699574400000
candidate_253,lead,indeed,0.0,0.0,-1,,,,1690588800000
candidate_254,principal,linkedin,0.0,0.0,-1,,,,1691971200000
candidate_255,junior,direct,0.0,0.0,-1,,,,1702684800000
candidate_256,junior,linkedin,0.0,0.0,-1,,,,1700092800000
candidate_257,principal,glassdoor,0.0,0.0,-1,,,,1693699200000
candidate_258,mid,linkedin,0.0,0.0,-1,,,,1696118400000
candidate_259,senior,referral,0.0,0.0,-1,,,,1702684800000
candidate_260,lead,glassdoor,0.0,0.0,-1,,,,1697587200000
candidate_261,principal,glassdoor,0.0,0.0,-1,,,,1694649600000
candidate_262,principal,linkedin,0.0,0.0,-1,,,,1703894400000
candidate_263,principal,linkedin,0.0,0.0,-1,,,,1694649600000
candidate_264,principal,indeed,0.0,0.0,-1,,,,1689638400000
candidate_265,mid,linkedin,0.0,0.0,-1,,,,1691798400000
candidate_266,senior,direct,0.0,0.0,-1,,,,1696377600000
candidate_267,lead,glassdoor,0.0,0.0,-1,,,,1691280000000
candidate_268,junior,indeed,0.0,0.0,-1,,,,1690329600000
candidate_269,mid,direct,0.0,0.0,-1,,,,1695772800000
candidate_270,junior,indeed,0.0,0.0,-1,,,,1696636800000
candidate_271,lead,direct,0.0,0.0,-1,,,,1691798400000
candidate_272,entry,direct,0.0,0.0,-1,,,,1697068800000
candidate_273,principal,glassdoor,0.0,0.0,-1,,,,1689465600000
candidate_274,lead,linkedin,0.0,0.0,-1,,,,1688688000000
candidate_275,senior,direct,0.0,0.0,-1,,,,1694736000000
candidate_276,mid,direct,0.0,0.0,-1,,,,1697673600000
candidate_277,junior,referral,0.0,0.0,-1,,,,1696636800000
candidate_278,principal,linkedin,0.0,0.0,-1,,,,1691539200000
candidate_279,lead,linkedin,0.0,0.0,-1,,,,1690588800000
candidate_280,mid,indeed,0.0,0.0,-1,,,,1690070400000
candidate_281,entry,glassdoor,0.0,0.0,-1,,,,1692316800000
candidate_282,entry,direct,0.0,0.0,-1,,,,1689033600000
candidate_283,principal,glassdoor,0.0,0.0,-1,,,,1692144000000
candidate_284,principal,glassdoor,0.0,0.0,-1,,,,1695513600000
candidate_285,lead,linkedin,0.0,0.0,-1,,,,1691107200000
candidate_286,junior,direct,0.0,0.0,-1,,,,1700265600000
candidate_287,lead,linkedin,0.0,0.0,-1,,,,1690761600000
candidate_288,entry,direct,0.0,0.0,-1,,,,1696636800000
candidate_289,entry,direct,0.0,0.0,-1,,,,1700697600000
candidate_290,junior,referral,0.0,0.0,-1,,,,1701820800000
candidate_291,mid,glassdoor,0.0,0.0,-1,,,,1693872000000
candidate_292,senior,glassdoor,0.0,0.0,-1,,,,1690934400000
candidate_293,lead,linkedin,0.0,0.0,-1,,,,1688688000000
candidate_294,lead,linkedin,0.0,0.0,-1,,,,1700611200000
candidate_295,principal,indeed,0.0,0.0,-1,,,,1700179200000
candidate_296,entry,linkedin,0.0,0.0,-1,,,,1700611200000
candidate_297,mid,direct,0.0,0.0,-1,,,,1701475200000
candidate_298,mid,glassdoor,0.0,0.0,-1,,,,1699574400000
candidate_299,lead,indeed,0.0,0.0,-1,,,,1691625600000
candidate_300,principal,indeed,0.0,0.0,-1,,,,1693872000000
candidate_301,mid,indeed,0.0,0.0,-1,,,,1694908800000
candidate_302,principal,glassdoor,0.0,0.0,-1,,,,1699228800000
candidate_303,lead,direct,0.0,0.0,-1,,,,1693785600000
candidate_304,mid,referral,0.0,0.0,-1,,,,1695945600000
candidate_305,mid,linkedin,0.0,0.0,-1,,,,1700524800000
candidate_306,lead,glassdoor,0.0,0.0,-1,,,,1689724800000
candidate_307,senior,glassdoor,0.0,0.0,-1,,,,1692403200000
candidate_308,junior,glassdoor,0.0,0.0,-1,,,,1701043200000
candidate_309,mid,direct,0.0,0.0,-1,,,,1693872000000
candidate_310,senior,direct,0.0,0.0,-1,,,,1689552000000
candidate_311,senior,direct,0.0,0.0,-1,,,,1703116800000
candidate_312,principal,indeed,0.0,0.0,-1,,,,1701388800000
candidate_313,principal,referral,0.0,0.0,-1,,,,1699056000000
candidate_314,senior,direct,0.0,0.0,-1,,,,1701475200000
candidate_315,lead,direct,0.0,0.0,-1,,,,1701475200000
candidate_316,entry,linkedin,0.0,0.0,-1,,,,1696636800000
candidate_317,senior,linkedin,0.0,0.0,-1,,,,1692144000000
candidate_318,senior,glassdoor,0.0,0.0,-1,,,,1703894400000
candidate_319,principal,glassdoor,0.0,0.0,-1,,,,1695600000000
candidate_320,lead,referral,0.0,0.0,-1,,,,1691539200000
candidate_321,mid,linkedin,0.0,0.0,-1,,,,1695772800000
candidate_322,lead,indeed,0.0,0.0,-1,,,,1703980800000
candidate_323,lead,indeed,0.0,0.0,-1,,,,1694736000000
candidate_324,entry,direct,0.0,0.0,-1,,,,1699056000000
candidate_325,mid,glassdoor,0.0,0.0,-1,,,,1700179200000
candidate_326,mid,indeed,0.0,0.0,-1,,,,1694131200000
candidate_327,lead,linkedin,0.0,0.0,-1,,,,1698969600000
candidate_328,senior,linkedin,0.0,0.0,-1,,,,1690243200000
candidate_329,senior,linkedin,0.0,0.0,-1,,,,1700784000000
candidate_330,senior,referral,0.0,0.0,-1,,,,1698883200000
candidate_331,lead,referral,0.0,0.0,-1,,,,1689206400000
candidate_332,principal,glassdoor,0.0,0.0,-1,,,,1698192000000
candidate_333,senior,linkedin,0.0,0.0,-1,,,,1697414400000
candidate_334,lead,linkedin,0.0,0.0,-1,,,,1703808000000
candidate_335,entry,direct,0.0,0.0,-1,,,,1689811200000
candidate_336,principal,direct,0.0,0.0,-1,,,,1701561600000
candidate_337,mid,direct,0.0,0.0,-1,,,,1695772800000
candidate_338,principal,indeed,0.0,0.0,-1,,,,1688947200000
candidate_339,principal,referral,0.0,0.0,-1,,,,1701475200000
candidate_340,mid,referral,0.0,0.0,-1,,,,1689120000000
candidate_341,entry,glassdoor,0.0,0.0,-1,,,,1700524800000
candidate_342,lead,direct,0.0,0.0,-1,,,,1698192000000
candidate_343,junior,linkedin,0.0,0.0,-1,,,,1691625600000
candidate_344,entry,direct,0.0,0.0,-1,,,,1701993600000
candidate_345,entry,direct,0.0,0.0,-1,,,,1700092800000
candidate_346,principal,glassdoor,0.0,0.0,-1,,,,1701561600000
candidate_347,senior,glassdoor,0.0,0.0,-1,,,,1689033600000
candidate_348,mid,glassdoor,0.0,0.0,-1,,,,1702944000000
candidate_349,junior,direct,0.0,0.0,-1,,,,1695081600000
candidate_350,principal,linkedin,0.0,0.0,-1,,,,1696204800000
candidate_351,entry,linkedin,0.0,0.0,-1,,,,1695081600000
candidate_352,principal,direct,0.0,0.0,-1,,,,1689984000000
candidate_353,principal,indeed,0.0,0.0,-1,,,,1696032000000
candidate_354,junior,direct,0.0,0.0,-1,,,,1698364800000
candidate_355,senior,linkedin,0.0,0.0,-1,,,,1694822400000
candidate_356,junior,glassdoor,0.0,0.0,-1,,,,1703203200000
candidate_357,lead,indeed,0.0,0.0,-1,,,,1702684800000
candidate_358,junior,indeed,0.0,0.0,-1,,,,1703635200000
candidate_359,entry,glassdoor,0.0,0.0,-1,,,,1690243200000
candidate_360,principal,indeed,0.0,0.0,-1,,,,1697587200000
candidate_361,mid,glassdoor,0.0,0.0,-1,,,,1700784000000
candidate_362,entry,indeed,0.0,0.0,-1,,,,1695427200000
candidate_363,principal,direct,0.0,0.0,-1,,,,1695772800000
candidate_364,mid,direct,0.0,0.0,-1,,,,1690070400000
candidate_365,lead,indeed,0.0,0.0,-1,,,,1696809600000
candidate_366,senior,glassdoor,0.0,0.0,-1,,,,1701475200000
candidate_367,junior,direct,0.0,0.0,-1,,,,1696636800000
candidate_368,senior,referral,0.0,0.0,-1,,,,1694217600000
candidate_369,mid,glassdoor,0.0,0.0,-1,,,,1701734400000
candidate_370,junior,indeed,0.0,0.0,-1,,,,1695168000000
candidate_371,lead,linkedin,0.0,0.0,-1,,,,1697068800000
candidate_372,junior,indeed,0.0,0.0,-1,,,,1698796800000
candidate_373,mid,direct,0.0,0.0,-1,,,,1700179200000
candidate_374,mid,indeed,0.0,0.0,-1,,,,1691625600000
candidate_375,junior,referral,0.0,0.0,-1,,,,1692835200000
candidate_376,lead,glassdoor,0.0,0.0,-1,,,,1691452800000
candidate_377,lead,indeed,0.0,0.0,-1,,,,1702857600000
candidate_378,mid,indeed,0.0,0.0,-1,,,,1693353600000
candidate_379,entry,referral,0.0,0.0,-1,,,,1699142400000
candidate_380,entry,direct,0.0,0.0,-1,,,,1696291200000
candidate_381,senior,linkedin,0.0,0.0,-1,,,,1694908800000
candidate_382,entry,linkedin,0.0,0.0,-1,,,,1688774400000
candidate_383,lead,referral,0.0,0.0,-1,,,,1691452800000
candidate_384,principal,indeed,0.0,0.0,-1,,,,1701302400000
candidate_385,mid,linkedin,0.0,0.0,-1,,,,1700092800000
candidate_386,mid,linkedin,0.0,0.0,-1,,,,1693612800000
candidate_387,principal,linkedin,0.0,0.0,-1,,,,1698105600000
candidate_388,senior,referral,0.0,0.0,-1,,,,1691280000000
candidate_389,principal,direct,0.0,0.0,-1,,,,1694649600000
candidate_390,senior,glassdoor,0.0,0.0,-1,,,,1699747200000
candidate_391,senior,indeed,0.0,0.0,-1,,,,1694044800000
candidate_392,principal,linkedin,0.0,0.0,-1,,,,1691452800000
candidate_393,entry,indeed,0.0,0.0,-1,,,,1702166400000
candidate_394,entry,referral,0.0,0.0,-1,,,,1692576000000
candidate_395,lead,referral,0.0,0.0,-1,,,,1693008000000
candidate_396,lead,indeed,0.0,0.0,-1,,,,1699833600000
candidate_397,entry,direct,0.0,0.0,-1,,,,1697673600000
candidate_398,senior,direct,0.0,0.0,-1,,,,1701216000000
candidate_399,mid,direct,0.0,0.0,-1,,,,1700524800000
candidate_400,entry,referral,0.0,0.0,-1,,,,1692316800000
candidate_401,principal,direct,0.0,0.0,-1,,,,1703116800000
candidate_402,mid,linkedin,0.0,0.0,-1,,,,1697414400000
candidate_403,entry,indeed,0.0,0.0,-1,,,,1690329600000
candidate_404,mid,referral,0.0,0.0,-1,,,,1696636800000
candidate_405,entry,referral,0.0,0.0,-1,,,,1693267200000
candidate_406,senior,referral,0.0,0.0,-1,,,,1696464000000
candidate_407,mid,referral,0.0,0.0,-1,,,,1688601600000
candidate_408,lead,glassdoor,0.0,0.0,-1,,,,1695859200000
candidate_409,entry,referral,0.0,0.0,-1,,,,1698710400000
candidate_410,lead,referral,0.0,0.0,-1,,,,1691193600000
candidate_411,principal,direct,0.0,0.0,-1,,,,1693440000000
candidate_412,entry,linkedin,0.0,0.0,-1,,,,1701820800000
candidate_413,mid,indeed,0.0,0.0,-1,,,,1697155200000
candidate_414,principal,direct,0.0,0.0,-1,,,,1691884800000
candidate_415,mid,glassdoor,0.0,0.0,-1,,,,1689206400000
candidate_416,senior,glassdoor,0.0,0.0,-1,,,,1697500800000
candidate_417,junior,glassdoor,0.0,0.0,-1,,,,1692748800000
candidate_418,lead,referral,0.0,0.0,-1,,,,1691280000000
