name,skillUri
candidate_246,api
candidate_246,r
candidate_247,r
candidate_248,r
candidate_249,r
candidate_250,r
candidate_251,r
candidate_252,r
candidate_253,r
candidate_253,git
candidate_254,r
candidate_255,r
candidate_256,rest
candidate_256,r
candidate_256,git
candidate_257,r
candidate_258,r
candidate_259,r
candidate_260,ios
candidate_260,r
candidate_261,rest
candidate_261,r
candidate_262,r
candidate_263,r
candidate_264,r
candidate_265,r
candidate_266,rest
candidate_266,r
candidate_267,r
candidate_267,git
candidate_268,r
candidate_269,r
candidate_270,r
candidate_271,r
candidate_271,git
candidate_272,r
candidate_273,r
candidate_274,r
candidate_275,rest
candidate_275,r
candidate_275,git
candidate_276,r
candidate_277,rest
candidate_277,r
candidate_278,r
candidate_279,rest
candidate_279,r
candidate_280,aws
candidate_280,r
candidate_281,ios
candidate_281,r
candidate_282,express
candidate_282,r
candidate_283,r
candidate_284,r
candidate_284,git
candidate_285,r
candidate_286,api
candidate_286,r
candidate_287,rest
candidate_287,r
candidate_288,r
candidate_289,r
candidate_290,rest
candidate_290,r
candidate_291,c#
candidate_291,git
candidate_291,r
candidate_291,c++
candidate_291,python
candidate_292,r
candidate_293,ios
candidate_293,r
candidate_294,r
candidate_295,rest
candidate_295,r
candidate_296,rest
candidate_296,r
candidate_296,git
candidate_297,r
candidate_298,r
candidate_299,r
candidate_300,unity
candidate_300,r
candidate_301,r
candidate_302,rest
candidate_302,r
candidate_303,r
candidate_304,r
candidate_305,r
candidate_305,git
candidate_306,r
candidate_307,r
candidate_308,r
candidate_309,r
candidate_310,r
candidate_311,r
candidate_312,r
candidate_312,git
candidate_313,ios
candidate_313,r
candidate_314,r
candidate_315,r
candidate_316,r
candidate_317,r
candidate_318,r
candidate_319,r
candidate_320,r
candidate_321,r
candidate_322,r
candidate_323,r
candidate_324,r
candidate_325,r
candidate_326,r
candidate_327,r
candidate_328,rust
candidate_328,unity
candidate_328,c#
candidate_328,r
candidate_329,c++
candidate_329,r
candidate_329,unreal
candidate_330,r
candidate_330,git
candidate_331,r
candidate_332,r
candidate_333,unity
candidate_333,r
candidate_334,rest
candidate_334,r
candidate_335,r
candidate_336,r
candidate_337,r
candidate_338,r
candidate_339,rest
candidate_339,r
candidate_339,git
candidate_340,r
candidate_341,r
candidate_342,r
candidate_343,r
candidate_344,r
candidate_345,r
candidate_346,r
candidate_347,r
candidate_348,unity
candidate_348,r
candidate_349,r
candidate_350,rest
candidate_350,r
candidate_350,git
candidate_351,r
candidate_352,rest
candidate_352,r
candidate_353,r
candidate_354,r
candidate_354,git
candidate_355,r
candidate_356,r
candidate_357,r
candidate_357,git
candidate_358,r
candidate_359,r
candidate_360,r
candidate_361,r
candidate_362,r
candidate_363,rest
candidate_363,r
candidate_364,rest
candidate_364,r
candidate_365,rest
candidate_365,r
candidate_366,r
candidate_367,r
candidate_368,unity
candidate_368,rest
candidate_368,r
candidate_369,rest
candidate_369,r
candidate_370,r
candidate_371,r
candidate_372,unity
candidate_372,r
candidate_373,r
candidate_374,r
candidate_375,r
candidate_376,r
candidate_377,r
candidate_378,r
candidate_379,sql
candidate_379,agile
candidate_379,r
candidate_379,scrum
candidate_380,r
candidate_381,r
candidate_382,r
candidate_383,r
candidate_383,git
candidate_384,r
candidate_385,r
candidate_386,r
candidate_387,rest
candidate_387,r
candidate_388,r
candidate_389,r
candidate_390,r
candidate_391,r
candidate_392,r
candidate_393,r
candidate_394,unity
candidate_394,rest
candidate_394,r
candidate_395,r
candidate_396,r
candidate_396,git
candidate_397,r
candidate_398,rest
candidate_398,r
candidate_399,r
candidate_400,r
candidate_401,r
candidate_402,rest
candidate_402,r
candidate_403,r
candidate_404,api
candidate_404,r
candidate_405,r
candidate_406,r
candidate_407,unity
candidate_407,rest
candidate_407,r
candidate_408,r
candidate_409,unity
candidate_409,r
candidate_410,r
candidate_411,r
candidate_412,r
candidate_413,unity
candidate_413,r
candidate_414,unity
candidate_414,rest
candidate_414,r
candidate_415,r
candidate_416,r
candidate_417,jira
candidate_417,rest
candidate_417,r
candidate_417,git
candidate_418,r
candidate_419,r
candidate_420,r
candidate_421,r
candidate_422,unity
candidate_422,r
candidate_423,r
candidate_424,unity
candidate_424,r
candidate_425,r
candidate_426,r
candidate_427,r
candidate_428,rest
candidate_428,r
candidate_429,r
candidate_430,r
candidate_431,r
candidate_431,git
candidate_432,r
candidate_433,r
candidate_434,r
candidate_435,rest
candidate_435,r
candidate_435,git
candidate_436,r
candidate_437,rest
candidate_437,r
candidate_438,r
candidate_439,rest
candidate_439,r
candidate_440,r
candidate_441,agile
candidate_441,r
candidate_441,scrum
candidate_442,rest
candidate_442,r
candidate_443,r
candidate_444,unity
candidate_444,r
candidate_445,r
candidate_446,r
candidate_447,r
candidate_447,git
candidate_448,r
candidate_449,rest
candidate_449,r
candidate_450,rest
candidate_450,r
candidate_451,r
candidate_451,git
candidate_452,r
candidate_453,r
candidate_454,rest
candidate_454,r
candidate_455,rest
candidate_455,r
candidate_456,express
candidate_456,r
candidate_457,r
candidate_458,r
candidate_459,rest
candidate_459,r
candidate_459,git
candidate_460,r
candidate_461,r
candidate_462,r
candidate_463,rest
candidate_463,r
candidate_464,r
candidate_465,r
candidate_466,r
candidate_467,unity
candidate_467,r
candidate_468,unity
candidate_468,r
candidate_469,r
candidate_470,rest
candidate_470,r
candidate_471,r
candidate_472,rest
candidate_472,r
candidate_473,r
candidate_474,rest
candidate_474,r
candidate_475,r
candidate_476,unity
candidate_476,r
candidate_477,r
candidate_478,rest
candidate_478,r
candidate_479,r
candidate_479,git
candidate_480,r
candidate_481,rest
candidate_481,r
candidate_481,git
candidate_482,r
candidate_483,r
candidate_483,git
candidate_484,r
candidate_484,git
candidate_485,r
candidate_485,git
candidate_486,rest
candidate_486,r
candidate_487,r
candidate_488,r
candidate_489,r
candidate_490,r
candidate_491,r
candidate_492,rest
candidate_492,r
candidate_492,git
candidate_493,r
candidate_494,r
candidate_495,r
candidate_495,git
candidate_496,rest
candidate_496,r
candidate_496,git
candidate_497,rest
candidate_497,r
candidate_498,r
candidate_499,r
candidate_500,unity
candidate_500,c++
candidate_500,r
candidate_500,java
candidate_501,r
candidate_502,r
candidate_503,r
candidate_504,r
candidate_505,r
candidate_505,git
candidate_506,rest
candidate_506,r
candidate_507,unity
candidate_507,rest
candidate_507,r
candidate_508,rest
candidate_508,r
candidate_508,git
candidate_509,jira
candidate_509,r
candidate_510,r
candidate_510,git
candidate_511,r
candidate_512,r
candidate_513,rest
candidate_513,r
candidate_514,rest
candidate_514,r
candidate_514,git
candidate_515,r
candidate_516,r
candidate_517,rest
candidate_517,r
candidate_518,r
candidate_519,r
candidate_519,git
candidate_520,unity
candidate_520,r
candidate_521,rest
candidate_521,r
candidate_522,r
candidate_523,git
candidate_523,jira
candidate_523,rest
candidate_523,r
candidate_523,unity
candidate_524,r
candidate_524,spark
candidate_525,r
candidate_526,jira
candidate_526,r
candidate_527,rest
candidate_527,r
candidate_528,rest
candidate_528,r
candidate_529,r
candidate_530,r
candidate_531,r
candidate_532,r
candidate_533,ios
candidate_533,android
candidate_533,r
candidate_534,rest
candidate_534,r
candidate_535,r
candidate_536,r
candidate_537,r
candidate_538,r
candidate_539,r
candidate_540,rest
candidate_540,r
candidate_541,unity
candidate_541,r
candidate_542,r
candidate_543,r
candidate_544,r
candidate_545,unity
candidate_545,r
candidate_546,unity
candidate_546,r
candidate_547,r
candidate_547,git
candidate_548,r
candidate_548,git
candidate_549,r
candidate_550,r
candidate_551,r
candidate_552,r
candidate_553,r
candidate_553,git
candidate_554,r
candidate_555,r
candidate_556,r
candidate_557,r
candidate_557,git
candidate_558,rest
candidate_558,r
candidate_559,r
candidate_560,unity
candidate_560,r
candidate_561,r
candidate_562,r
candidate_563,rest
candidate_563,r
candidate_564,rest
candidate_564,r
candidate_565,ios
candidate_565,rest
candidate_565,r
candidate_566,unity
candidate_566,rest
candidate_566,r
candidate_567,rest
candidate_567,r
candidate_568,r
candidate_569,ios
candidate_569,r
candidate_570,r
candidate_570,git
candidate_571,r
candidate_572,r
candidate_573,r
candidate_574,r
candidate_575,r
candidate_576,r
candidate_577,r
candidate_578,rest
candidate_578,r
candidate_579,r
candidate_580,express
candidate_580,r
candidate_581,r
candidate_582,rest
candidate_582,r
candidate_583,r
candidate_584,rest
candidate_584,r
candidate_585,rest
candidate_585,r
candidate_585,git
candidate_586,ios
candidate_586,rest
candidate_586,r
candidate_587,r
candidate_588,r
candidate_589,unity
candidate_589,r
candidate_589,git
candidate_590,r
candidate_590,git
candidate_591,r
candidate_592,r
candidate_593,r
candidate_594,r
candidate_595,unity
candidate_595,rest
candidate_595,r
candidate_595,git
candidate_596,r
candidate_596,git
candidate_597,r
candidate_597,git
candidate_598,unity
candidate_598,r
candidate_599,jira
candidate_599,agile
candidate_599,r
candidate_600,r
candidate_601,r
candidate_602,r
candidate_603,r
candidate_604,r
candidate_605,jira
candidate_605,r
candidate_606,ios
candidate_606,rest
candidate_606,r
candidate_606,git
candidate_607,r
candidate_607,git
candidate_608,r
candidate_609,r
candidate_610,r
candidate_610,git
candidate_611,r
candidate_611,git
candidate_612,r
candidate_613,api
candidate_613,r
candidate_614,r
candidate_615,r
candidate_616,r
candidate_616,git
candidate_617,r
candidate_618,r
candidate_619,r
candidate_620,r
candidate_621,r
candidate_622,r
candidate_623,r
candidate_624,r
candidate_625,r
candidate_625,git
candidate_626,r
candidate_627,r
candidate_628,rest
candidate_628,r
candidate_629,ios
candidate_629,r
candidate_630,r
candidate_631,rest
candidate_631,r
candidate_631,git
candidate_632,r
candidate_633,r
candidate_634,rest
candidate_634,r
candidate_635,r
candidate_635,git
candidate_636,r
candidate_637,r
candidate_637,git
candidate_638,r
candidate_639,unity
candidate_639,express
candidate_639,r
candidate_640,r
candidate_640,git
candidate_641,r
candidate_642,rest
candidate_642,api
candidate_642,r
candidate_643,r
candidate_643,git
candidate_644,r
candidate_645,r
candidate_646,r
candidate_646,git
candidate_647,rest
candidate_647,r
candidate_648,r
candidate_648,git
candidate_649,r
candidate_649,git
candidate_650,r
candidate_651,r
candidate_651,git
candidate_652,rest
candidate_652,r
candidate_652,git
candidate_653,rest
candidate_653,r
candidate_654,r
candidate_655,r
candidate_655,git
candidate_656,r
candidate_657,r
candidate_658,rest
candidate_658,r
candidate_659,rest
candidate_659,r
candidate_659,git
candidate_660,r
candidate_660,git
candidate_661,api
candidate_661,r
candidate_661,git
candidate_662,rest
candidate_662,r
candidate_662,git
candidate_663,r
candidate_663,git
candidate_664,ios
candidate_664,rest
candidate_664,r
candidate_665,r
candidate_665,git
candidate_666,r
candidate_666,git
candidate_667,r
candidate_668,r
candidate_669,r
candidate_670,r
candidate_670,git
candidate_671,rest
candidate_671,r
candidate_672,rest
candidate_672,r
candidate_673,rest
candidate_673,r
candidate_674,ios
candidate_674,git
candidate_674,rest
candidate_674,r
candidate_674,android
candidate_675,r
candidate_676,r
candidate_677,ios
candidate_677,r
candidate_677,git
candidate_678,r
candidate_678,git
candidate_679,r
candidate_680,r
candidate_681,r
candidate_682,r
candidate_683,r
candidate_683,git
candidate_684,git
candidate_684,rest
candidate_684,r
candidate_684,unity
candidate_684,aws
candidate_685,rest
candidate_685,r
candidate_685,git
candidate_686,r
candidate_687,unity
candidate_687,rest
candidate_687,r
candidate_688,rest
candidate_688,r
candidate_689,r
candidate_690,rust
candidate_690,r
candidate_690,git
candidate_691,r
candidate_692,r
candidate_693,jira
candidate_693,rest
candidate_693,r
candidate_694,jira
candidate_694,r
candidate_695,r
candidate_696,rest
candidate_696,r
candidate_697,ios
candidate_697,git
candidate_697,rest
candidate_697,r
candidate_697,unity
candidate_698,rest
candidate_698,r
candidate_698,git
candidate_699,r
candidate_699,git
candidate_700,r
candidate_701,r
candidate_702,r
candidate_703,unity
candidate_703,rest
candidate_703,r
candidate_703,express
candidate_704,r
candidate_705,r
candidate_706,jira
candidate_706,rest
candidate_706,r
candidate_707,rest
candidate_707,r
candidate_708,r
candidate_709,r
candidate_709,git
candidate_710,r
candidate_711,r
candidate_712,r
candidate_712,git
candidate_713,rest
candidate_713,r
candidate_714,r
candidate_715,r
candidate_716,r
candidate_717,rest
candidate_717,r
candidate_717,git
candidate_718,r
candidate_718,git
candidate_719,unity
candidate_719,r
candidate_720,unity
candidate_720,rest
candidate_720,r
candidate_721,r
candidate_722,r
candidate_723,rest
candidate_723,r
candidate_724,aws
candidate_724,r
candidate_725,rest
candidate_725,r
candidate_725,git
candidate_726,r
candidate_727,r
candidate_727,git
candidate_728,r
candidate_729,r
candidate_730,rest
candidate_730,r
candidate_730,linux
candidate_730,git
candidate_731,r
candidate_732,rust
candidate_732,r
candidate_733,r
candidate_734,r
candidate_735,rest
candidate_735,react
candidate_735,r
candidate_736,rest
candidate_736,r
candidate_736,git
candidate_737,r
candidate_738,jira
candidate_738,r
candidate_739,r
candidate_739,git
candidate_740,r
candidate_741,r
candidate_742,unity
candidate_742,r
candidate_742,git
candidate_743,rest
candidate_743,api
candidate_743,r
candidate_744,r
candidate_744,git
candidate_745,unity
candidate_745,r
candidate_746,r
candidate_747,r
candidate_747,git
candidate_748,jira
candidate_748,r
candidate_749,r
candidate_750,r
candidate_751,r
candidate_752,r
candidate_753,r
candidate_754,r
candidate_755,r
candidate_756,r
candidate_757,r
candidate_758,r
candidate_759,rest
candidate_759,r
candidate_759,git
candidate_760,jira
candidate_760,r
candidate_761,r
candidate_762,r
candidate_762,git
candidate_763,r
candidate_764,unity
candidate_764,r
candidate_765,r
candidate_765,git
candidate_766,ios
candidate_766,r
candidate_767,r
candidate_768,r
candidate_768,git
candidate_769,rest
candidate_769,r
candidate_770,r
candidate_771,r
candidate_771,git
candidate_772,r
candidate_773,r
candidate_774,r
candidate_775,r
candidate_776,unity
candidate_776,r
candidate_777,rest
candidate_777,r
candidate_778,unity
candidate_778,rest
candidate_778,r
candidate_779,r
candidate_780,r
candidate_781,rest
candidate_781,r
candidate_782,r
candidate_783,r
candidate_784,r
candidate_785,r
candidate_786,r
candidate_787,r
candidate_788,r
candidate_789,r
candidate_790,r
candidate_791,unity
candidate_791,r
candidate_792,r
candidate_793,r
candidate_794,r
candidate_795,r
candidate_795,unreal
candidate_796,r
candidate_797,unity
candidate_797,r
candidate_798,r
candidate_799,rest
candidate_799,r
candidate_799,git
candidate_800,android
candidate_800,r
candidate_801,r
candidate_802,r
candidate_803,rest
candidate_803,r
candidate_803,git
candidate_804,r
candidate_805,rest
candidate_805,r
candidate_806,rest
candidate_806,r
candidate_807,unity
candidate_807,rest
candidate_807,r
candidate_807,git
candidate_808,r
candidate_809,rest
candidate_809,r
candidate_810,jira
candidate_810,unity
candidate_810,r
candidate_811,rest
candidate_811,r
candidate_812,unity
candidate_812,r
candidate_813,r
candidate_813,git
candidate_814,r
candidate_815,r
candidate_815,unreal
candidate_816,r
candidate_817,r
candidate_818,r
candidate_819,r
candidate_819,git
candidate_820,r
candidate_821,r
candidate_821,git
candidate_822,jira
candidate_822,unity
candidate_822,blockchain
candidate_822,r
candidate_823,r
candidate_824,r
candidate_824,unreal
candidate_825,unity
candidate_825,rest
candidate_825,r
candidate_825,unreal
candidate_826,r
candidate_827,r
candidate_828,r
candidate_829,r
candidate_830,express
candidate_830,r
candidate_831,linux
candidate_831,r
candidate_832,unity
candidate_832,r
candidate_833,r
candidate_834,rest
candidate_834,r
candidate_835,r
candidate_836,r
candidate_837,unity
candidate_837,r
candidate_838,r
candidate_839,unity
candidate_839,r
candidate_839,unreal
candidate_840,rest
candidate_840,r
candidate_841,unity
candidate_841,r
candidate_841,unreal
candidate_842,unity
candidate_842,rest
candidate_842,r
candidate_843,r
candidate_844,rest
candidate_844,r
candidate_845,r
candidate_846,c#
candidate_846,r
candidate_847,rest
candidate_847,r
candidate_847,unreal
candidate_848,r
candidate_849,rest
candidate_849,r
candidate_850,rest
candidate_850,r
candidate_851,r
candidate_851,unreal
candidate_852,rest
candidate_852,r
candidate_853,sql
candidate_853,r
candidate_853,android
candidate_853,unity
candidate_853,python
candidate_854,r
candidate_855,r
candidate_856,r
candidate_857,api
candidate_857,r
candidate_858,rest
candidate_858,r
candidate_859,agile
candidate_859,r
candidate_859,scrum
candidate_860,rest
candidate_860,r
candidate_861,unity
candidate_861,r
candidate_861,git
candidate_862,r
candidate_863,r
candidate_864,unity
candidate_864,express
candidate_864,r
candidate_865,r
candidate_865,git
candidate_866,r
candidate_867,unity
candidate_867,r
candidate_867,unreal
candidate_868,r
candidate_869,r
candidate_870,unity
candidate_870,r
candidate_870,unreal
candidate_871,unity
candidate_871,r
candidate_872,rest
candidate_872,r
candidate_873,unity
candidate_873,r
candidate_874,r
candidate_875,ios
candidate_875,rest
candidate_875,r
candidate_876,rest
candidate_876,r
candidate_877,unity
candidate_877,rest
candidate_877,r
candidate_877,unreal
candidate_878,r
candidate_879,unity
candidate_879,r
candidate_880,r
candidate_881,sql
candidate_881,php
candidate_881,r
candidate_882,r
candidate_883,unity
candidate_883,r
candidate_884,unity
candidate_884,rest
candidate_884,r
candidate_884,unreal
candidate_885,r
candidate_886,r
candidate_887,api
candidate_887,r
candidate_888,r
candidate_889,unity
candidate_889,unreal
candidate_889,r
candidate_889,python
candidate_890,r
candidate_891,r
candidate_892,r
candidate_893,unity
candidate_893,r
candidate_894,r
candidate_895,r
candidate_896,r
candidate_897,unity
candidate_897,rest
candidate_897,r
candidate_898,r
candidate_899,javascript
candidate_899,sql
candidate_899,java
candidate_899,git
candidate_899,typescript
candidate_899,r
candidate_899,angular
candidate_900,r
candidate_901,r
candidate_902,ios
candidate_902,r
candidate_903,r
candidate_903,unreal
candidate_904,rest
candidate_904,r
candidate_905,r
candidate_906,r
candidate_907,unity
candidate_907,r
candidate_908,unity
candidate_908,r
candidate_909,r
candidate_909,unreal
candidate_910,r
candidate_911,r
candidate_912,unity
candidate_912,r
candidate_913,unity
candidate_913,rest
candidate_913,r
candidate_913,machine learning
candidate_914,rest
candidate_914,r
candidate_915,r
candidate_916,r
candidate_916,unreal
candidate_917,r
candidate_918,r
candidate_919,r
candidate_920,r
candidate_921,unity
candidate_921,r
candidate_922,unity
candidate_922,r
candidate_923,r
candidate_924,r
candidate_925,r
candidate_926,r
candidate_927,r
candidate_928,r
candidate_929,rest
candidate_929,r
candidate_929,git
candidate_930,r
candidate_931,r
candidate_932,rest
candidate_932,r
candidate_933,r
candidate_934,rest
candidate_934,r
candidate_935,unity
candidate_935,r
candidate_936,rest
candidate_936,r
candidate_937,unity
candidate_937,r
candidate_937,unreal
candidate_938,rest
candidate_938,r
candidate_939,r
candidate_940,r
candidate_941,r
candidate_942,r
candidate_943,ios
candidate_943,r
candidate_944,r
candidate_945,r
candidate_946,rest
candidate_946,r
candidate_947,unity
candidate_947,r
candidate_948,unity
candidate_948,r
candidate_949,rest
candidate_949,r
candidate_950,unity
candidate_950,r
candidate_951,r
candidate_952,r
candidate_953,r
candidate_954,unity
candidate_954,c#
candidate_954,c++
candidate_954,r
candidate_955,r
candidate_956,rest
candidate_956,r
candidate_957,unity
candidate_957,r
candidate_958,r
candidate_958,git
candidate_959,r
candidate_960,rest
candidate_960,r
candidate_960,unreal
candidate_961,r
candidate_962,unity
candidate_962,r
candidate_963,unity
candidate_963,rest
candidate_963,r
candidate_964,r
candidate_965,rest
candidate_965,r
candidate_966,r
candidate_967,unity
candidate_967,r
candidate_967,unreal
candidate_968,api
candidate_968,r
candidate_969,r
candidate_969,unreal
candidate_970,r
candidate_971,unity
candidate_971,r
candidate_972,r
candidate_973,r
candidate_974,r
candidate_974,unreal
candidate_975,r
candidate_976,r
candidate_976,unreal
candidate_977,unity
candidate_977,rest
candidate_977,r
candidate_978,r
candidate_979,ios
candidate_979,r
candidate_980,unity
candidate_980,r
candidate_981,r
candidate_981,unreal
candidate_982,unity
candidate_982,r
candidate_983,r
candidate_984,r
candidate_984,unreal
candidate_985,r
candidate_986,r
candidate_987,unreal
candidate_987,git
candidate_987,r
candidate_987,android
candidate_987,unity
candidate_988,r
candidate_989,r
candidate_990,r
candidate_991,r
candidate_992,r
candidate_993,api
candidate_993,r
candidate_994,r
candidate_995,unity
candidate_995,r
candidate_995,unreal
candidate_996,r
candidate_997,rest
candidate_997,r
candidate_998,r
candidate_999,rest
candidate_999,r
candidate_999,unreal
candidate_1000,r
candidate_1001,rest
candidate_1001,r
candidate_1002,r
candidate_1002,unreal
candidate_1003,unity
candidate_1003,r
candidate_1004,unity
candidate_1004,r
